run_id,condition,rt,stimulus,button_pressed,window_width,window_height,trial_type,trial_index,time_elapsed,internal_node_id,fbclid,subject,chinFirst,choiceTask_amountLeftFirst,webcam_label,webcam_fps,webcam_aspectRatio,webcam_height,webcam_width,recorded_at,ip,user_agent,device,browser,browser_version,platform,platform_version
13,1,4284.990000014659,"<div style=""position: fixed; display: inline-block; top: 20%; right: 20%; text-align: right;""><img src=""fu_logo.PNG"" alt=""[FU Berlin Logo]"" style=""width: 25%;""></div><div><br><br><p><strong>Welcome, dear participant! </strong></p><p>Thank you for your interest in and your support for our research.<br> This study is run by researchers at Freie Universität Berlin. </p></div>",0,1280,589,html-button-response,0,4288,0.0-0.0,IwAR2evduxDQnkrhRSON00NCC9bvPrDyqoQ208xyPRhBQZDHWIpuuxyVSzKvk,83,1,1,"FaceTime HD Camera",30,0.001388888888888889,720,1280,"2021-01-14 10:23:57",,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",Macintosh,Chrome,87.0.4280.141,"OS X",10_14_6
