16,3.0,4.0,0,365.0,1,2028.1600000016626,1,1.0
16,4.0,5.0,0,15.0,1,2372.82000000414,1,1.0
16,1.5,5.0,0,365.0,0,2083.1449999968754,0,0.0
16,2.5,4.0,0,90.0,1,2761.8399999919347,1,1.0
16,1.5,4.5,0,180.0,0,3055.374999996275,0,0.0
16,1.5,5.0,0,365.0,1,2386.2999999983003,1,1.0
16,1.5,5.0,0,180.0,0,2291.6449999902397,0,0.0
16,3.5,5.0,0,180.0,1,1888.0000000062867,1,1.0
16,4.0,4.5,0,90.0,0,3214.9800000042887,0,0.0
16,3.0,4.0,0,30.0,1,1734.020000003511,1,1.0
16,4.0,5.0,0,90.0,1,2614.99499999627,1,1.0
16,2.5,4.0,0,180.0,0,3099.1349999967492,0,0.0
16,3.0,5.0,0,180.0,0,2655.5999999982305,0,0.0
16,1.0,5.0,0,180.0,0,1927.160000006552,0,0.0
16,4.0,5.0,0,365.0,0,4789.839999997639,0,0.0
16,4.0,5.0,0,90.0,0,2735.995000010007,0,0.0
16,2.5,4.5,0,365.0,0,4123.009999995702,0,0.0
16,2.5,5.0,0,180.0,0,3117.1750000066827,0,0.0
16,4.0,4.5,0,15.0,1,2126.7899999947986,1,1.0
16,2.5,4.0,0,30.0,1,3020.365000003949,1,1.0
16,4.0,4.5,0,30.0,0,3795.700000002398,0,0.0
16,2.0,5.0,0,365.0,1,2452.384999996866,1,1.0
16,1.0,5.0,0,365.0,0,4701.314999998431,0,0.0
16,2.0,4.0,0,180.0,1,4483.950000008917,1,1.0
16,3.5,5.0,0,365.0,1,2425.279999995837,1,1.0
16,4.5,5.0,0,15.0,1,5013.200000001234,1,1.0
16,3.5,4.5,0,15.0,1,3670.314999995753,1,1.0
16,1.0,5.0,0,365.0,1,2506.249999991269,1,1.0
16,2.0,5.0,0,90.0,0,1964.254999998957,0,0.0
16,2.5,4.5,0,180.0,0,1700.1149999996414,0,0.0
16,4.0,5.0,0,180.0,1,1638.359999997192,1,1.0
16,2.5,4.5,0,365.0,1,3942.725000000792,1,1.0
16,1.0,4.0,0,365.0,1,1789.919999995618,1,1.0
16,4.5,5.0,0,30.0,1,1936.615000013262,1,1.0
16,2.0,4.5,0,180.0,1,2174.935000002733,1,1.0
16,3.0,5.0,0,90.0,1,1819.6749999915478,1,1.0
16,3.0,5.0,0,180.0,1,3060.7499999896395,1,1.0
16,3.0,4.5,0,180.0,1,2077.8950000094487,1,1.0
16,1.5,4.0,0,180.0,1,2096.3099999935366,1,1.0
16,1.5,4.5,0,365.0,0,3256.265000003623,0,0.0
16,4.0,5.0,0,365.0,1,1793.0750000086844,1,1.0
16,4.0,5.0,0,15.0,0,3274.9800000019604,0,0.0
16,3.0,4.5,0,365.0,1,2387.284999989788,1,1.0
16,1.5,4.5,0,90.0,0,1686.7600000114182,0,0.0
16,3.0,4.5,0,365.0,0,1737.8350000071805,0,0.0
16,3.5,4.0,0,180.0,0,2077.5100000028037,0,0.0
16,4.5,5.0,0,90.0,0,3209.5899999985704,0,0.0
16,4.5,5.0,0,15.0,0,3117.855000004056,0,0.0
16,3.5,4.5,0,180.0,0,1900.0949999899606,0,0.0
16,4.5,5.0,0,30.0,0,3683.084999996936,0,0.0
