16,1.1538e-05,3,1.1538e-05,3,-3
16,0.00035091,4,0.00035091,4,-3.9996
16,1.4422e-05,1.5,1.5,1.4422e-05,1.5
16,4.6791e-05,2.5,4.6791e-05,2.5,-2.5
16,2.632e-05,1.5,1.5,2.632e-05,1.5
16,1.4422e-05,1.5,1.4422e-05,1.5,-1.5
16,2.9244e-05,1.5,1.5,2.9244e-05,1.5
16,2.9244e-05,3.5,2.9244e-05,3.5,-3.5
16,5.2639e-05,4,4,5.2639e-05,3.9999
16,0.00014037,3,0.00014037,3,-2.9999
16,5.8488e-05,4,5.8488e-05,4,-3.9999
16,2.3395e-05,2.5,2.5,2.3395e-05,2.5
16,2.9244e-05,3,3,2.9244e-05,3
16,2.9244e-05,1,1,2.9244e-05,0.99997
16,1.4422e-05,4,4,1.4422e-05,4
16,5.8488e-05,4,4,5.8488e-05,3.9999
16,1.298e-05,2.5,2.5,1.298e-05,2.5
16,2.9244e-05,2.5,2.5,2.9244e-05,2.5
16,0.00031582,4,0.00031582,4,-3.9997
16,0.00014037,2.5,0.00014037,2.5,-2.4999
16,0.00015791,4,4,0.00015791,3.9998
16,1.4422e-05,2,1.4422e-05,2,-2
16,1.4422e-05,1,1,1.4422e-05,0.99999
16,2.3395e-05,2,2.3395e-05,2,-2
16,1.4422e-05,3.5,1.4422e-05,3.5,-3.5
16,0.00035091,4.5,0.00035091,4.5,-4.4996
16,0.00031582,3.5,0.00031582,3.5,-3.4997
16,1.4422e-05,1,1.4422e-05,1,-0.99999
16,5.8488e-05,2,2,5.8488e-05,1.9999
16,2.632e-05,2.5,2.5,2.632e-05,2.5
16,2.9244e-05,4,2.9244e-05,4,-4
16,1.298e-05,2.5,1.298e-05,2.5,-2.5
16,1.1538e-05,1,1.1538e-05,1,-0.99999
16,0.00017546,4.5,0.00017546,4.5,-4.4998
16,2.632e-05,2,2.632e-05,2,-2
16,5.8488e-05,3,5.8488e-05,3,-2.9999
16,2.9244e-05,3,2.9244e-05,3,-3
16,2.632e-05,3,2.632e-05,3,-3
16,2.3395e-05,1.5,2.3395e-05,1.5,-1.5
16,1.298e-05,1.5,1.5,1.298e-05,1.5
