14,1.0,0.0,0.0,0.0
14,2.0,0.45454545454545453,0.8181818181818182,0.0
14,3.0,-0.4166666666666667,0.75,1.0
14,4.0,-0.35,0.6,-0.3333333333333333
14,5.0,-0.10344827586206896,0.2413793103448276,-0.6666666666666666
14,6.0,-0.6666666666666666,0.6,-1.0
14,7.0,-0.46153846153846156,0.15384615384615385,0.3333333333333333
14,8.0,-0.14285714285714285,0.2571428571428571,-0.2
14,9.0,-0.1,0.1,-0.5
14,10.0,0.3103448275862069,0.3793103448275862,-0.3333333333333333
14,11.0,-0.43478260869565216,0.43478260869565216,-0.5
14,12.0,-1.0,0.75,1.0
14,13.0,0.058823529411764705,0.29411764705882354,-0.3333333333333333
14,14.0,-0.7037037037037037,0.5555555555555556,0.0
14,15.0,-0.6666666666666666,0.8333333333333334,-0.5
14,16.0,-0.2631578947368421,0.2631578947368421,-0.3333333333333333
14,17.0,0.0,0.35,-0.5555555555555556
14,18.0,-1.0,0.6470588235294118,1.0
14,19.0,-0.1,0.1,-0.6
14,20.0,-0.6363636363636364,0.5454545454545454,-1.0
14,21.0,0.0,0.42857142857142855,0.3333333333333333
14,22.0,-0.1111111111111111,0.25925925925925924,-1.0
14,23.0,-0.12195121951219512,0.5121951219512195,-0.6363636363636364
14,24.0,0.0,0.2631578947368421,-1.0
14,25.0,-0.3333333333333333,0.2222222222222222,1.0
14,26.0,-0.04,0.28,-0.42857142857142855
14,27.0,-0.07692307692307693,1.0,-1.0
14,28.0,-0.46153846153846156,0.07692307692307693,0.0
14,29.0,0.034482758620689655,0.3793103448275862,-0.7777777777777778
14,30.0,-0.21052631578947367,0.47368421052631576,-0.6
14,31.0,-0.1875,0.0,-0.2
14,32.0,-0.48148148148148145,0.3333333333333333,-0.3333333333333333
14,33.0,-0.6551724137931034,0.3103448275862069,0.3333333333333333
14,34.0,-0.15789473684210525,0.6842105263157895,1.0
14,35.0,-0.7692307692307693,0.38461538461538464,0.3333333333333333
