16,1,1161,219.8,641.45,4
16,2,625.4,953.25,47.335,3
16,2,1192,220.8,659.73,4
16,5,1142,261.8,556.52,4
16,7,1193,254.8,569.17,4
16,8,1203,143.8,539.13,4
16,10,181.4,891.25,32.605,3
16,10,194.4,741.25,157.93,3
16,11,1121,206.8,527.52,4
16,11,1052,237.8,575.41,4
16,12,1806,244.8,499.58,4
16,12,1799,259.8,663.14,4
16,14,1073,261.8,537.95,4
16,14,1178,221.8,667.02,4
16,15,1174,182.8,557.73,4
16,17,1147,188.8,584.3,4
16,17,1095,229.8,644.39,4
16,19,1150,203.8,489.91,4
16,19,1125,244.8,523.97,4
16,19,1010,243.8,610.96,4
16,21,1219,260.8,477.82,4
16,21,2032,255.8,650.72,4
16,22,1148,260.8,508.78,4
16,22,1153,263.8,534.93,4
16,22,1090,239.8,673.65,4
16,23,1131,247.8,477.93,4
16,24,1191,245.8,644.16,4
16,24,1198,226.8,678.44,4
16,25,1141,246.8,631.45,4
16,26,1182,240.8,518.88,4
16,26,1276,234.8,622.68,4
16,27,1053,162.8,533.1,4
16,27,1121,245.8,662.58,4
16,28,1151,175.8,650.99,4
16,29,973,216.8,492.94,4
16,30,599.4,913.25,56.59,3
16,30,612.4,898.25,161.59,3
16,30,1159,201.8,632.93,4
16,31,1047,193.8,582.33,4
16,33,1036,175.8,585.5,4
16,33,1089,247.8,686.78,4
16,34,1097,243.8,539.38,4
16,34,1070,225.8,643.8,4
16,34,1168,206.8,682.4,4
16,35,1061,221.8,489.5,4
16,35,1113,255.8,555.72,4
16,35,1100,182.8,599.44,4
16,37,1224,259.8,578.88,4
16,38,1086,237.8,510.36,4
16,39,596.4,886.25,160.43,3
16,39,1261,230.8,561.81,4
16,39,1091,167.8,665.02,4
16,40,1304,167.8,645.73,4
16,43,303.4,747.25,0,3
16,43,1291,203.8,497.61,4
16,43,1257,236.8,538.72,4
16,43,1195,252.8,658.33,4
16,44,1303,245.8,532.23,4
16,45,1162,237.8,534.11,4
16,46,1162,229.8,616.09,4
16,47,302.4,761.25,0,3
16,47,1176,195.8,481.56,4
16,47,1158,163.8,520.95,4
16,47,1043,165.8,622.01,4
16,47,977,99.8,658.35,4
16,48,1036,143.8,569.79,4
16,48,1117,136.8,608.94,4
16,49,1126,114.8,509.14,4
16,49,1130,170.8,614.33,4
16,50,1058,257.8,505.38,4
16,50,1015,180.8,546.16,4
16,50,1012,96.8,657.79,4
16,51,1201,248.8,507.96,4
16,51,1227,178.8,656.71,4
16,51,1227,178.8,686.59,4
16,52,1984,87.8,531.61,4
16,52,1956,41.8,649.31,4
16,53,1157,235.8,560.27,4
16,53,1157,235.8,602.23,4
16,54,1043,201.8,550.78,4
16,54,1036,213.8,588.33,4
16,54,1186,126.8,685.7,4
16,55,1142,213.8,499,4
16,55,1120,250.8,550.76,4
16,55,1837,137.8,622.4,4
16,55,1752,31.8,648.75,4
16,56,1742,66.8,541.64,4
16,56,1808,112.8,629.51,4
16,56,1808,112.8,661.31,4
16,57,1020,172.8,510.34,4
16,57,1153,193.8,670.36,4
16,60,1180,249.8,476.46,4
16,60,1285,258.8,539.74,4
16,60,1177,238.8,624.86,4
16,60,1312,172.8,654.98,4
16,61,998,139.8,478.03,4
16,61,1040,140.8,519.19,4
16,61,1040,140.8,562.76,4
16,61,1052,113.8,626.55,4
16,61,1052,113.8,667.79,4
16,62,1319,240.8,499.02,4
16,63,623.4,742.25,171.95,3
16,63,1208,218.8,632.02,4
16,64,601.4,907.25,30.215,3
16,64,1918,41.8,492.66,4
16,64,1962,146.8,585.41,4
16,64,1966,119.8,675.38,4
16,65,1882,151.8,566.02,4
16,65,1972,212.8,628.27,4
16,67,1313,208.8,600.55,4
16,68,1152,257.8,627.55,4
16,69,1225,208.8,581.71,4
16,69,1134,227.8,677.2,4
16,70,1288,213.8,677.81,4
16,71,651.4,774.25,0,3
16,71,1241,230.8,566.43,4
16,71,1168,219.8,612.25,4
16,72,767.4,747.25,0,3
16,72,730.4,902.25,43.51,3
16,72,649.4,757.25,122.24,3
16,73,1224,189.8,489.81,4
16,73,1131,165.8,523.66,4
16,73,1253,222.8,622.41,4
16,73,1253,222.8,657.77,4
16,74,261.4,749.25,0,3
16,74,1170,230.8,555.97,4
16,74,1058,250.8,577.17,4
16,74,1064,120.8,640.26,4
16,74,1264,42.8,660.41,4
16,75,1149,48.8,541.85,4
16,75,1049,242.8,654.74,4
17,1,348.5,-43.476,375.91,1
17,1,472.5,-40.476,417.87,1
17,1,510.5,-87.476,459.45,1
17,1,533.5,-64.476,500.71,1
17,1,366.5,-89.476,541.78,1
17,2,412.5,26.524,371.03,1
17,2,498.5,-10.476,419.97,1
17,2,503.5,12.524,460.21,1
17,2,465.5,2.5238,503.31,1
17,2,550.5,-35.476,544.97,1
17,3,388.5,23.524,361.85,1
17,3,371.5,-153.48,403.99,1
17,3,595.5,-170.48,451.03,1
17,3,464.5,-199.48,510.85,1
17,3,412.5,-132.48,530.68,1
17,4,480.5,-13.476,380,1
17,4,456.5,-65.476,400.89,1
17,4,453.5,-122.48,444.53,1
17,4,372.5,-115.48,486.01,1
17,4,364.5,-137.48,527.12,1
17,5,438.5,-140.48,372.67,1
17,5,465.5,-133.48,414.24,1
17,5,360.5,-135.48,461.62,1
17,5,340.5,-196.48,503.61,1
17,5,629.5,-179.48,546.01,1
17,6,603.5,-151.48,366.18,1
17,6,353.5,-107.48,408.97,1
17,6,354.5,-111.48,452.61,1
17,6,481.5,-216.48,495.48,1
17,6,387.5,-127.48,538.08,1
17,7,361.5,23.524,408.04,1
17,7,412.5,-46.476,450.06,1
17,7,463.5,-70.476,491.39,1
17,7,592.5,-64.476,532.56,1
17,10,482.5,-188.48,365.34,1
17,10,336.5,-217.48,409.02,1
17,10,302.5,-166.48,452.24,1
17,10,469.5,-110.48,512.61,1
17,11,218.5,-78.476,362.55,1
17,11,332.5,-168.48,485.4,1
17,11,478.5,-94.476,527.58,1
17,12,409.5,-96.476,360.07,1
17,12,313.5,-158.48,400.33,1
17,12,394.5,-156.48,440.7,1
17,12,404.5,-154.48,483.08,1
17,12,448.5,-163.48,525.06,1
17,12,423.5,-139.48,565.9,1
17,13,253.5,9.5238,363.79,1
17,13,243.5,-133.48,406.32,1
17,13,324.5,-216.48,449.18,1
17,13,269.5,-94.476,489.81,1
17,14,216.5,-129.48,392.9,1
17,14,267.5,-168.48,435.73,1
17,14,407.5,-14.476,477.5,1
17,14,299.5,-153.48,519.91,1
17,14,423.5,-111.48,563.25,1
17,15,381.5,-51.476,358.33,1
17,15,200.5,-189.48,398.37,1
17,15,333.5,-123.48,455.98,1
17,15,208.5,-198.48,476.92,1
17,15,357.5,-106.48,517.89,1
17,16,355.5,-137.48,413.99,1
17,16,385.5,-116.48,457.01,1
17,16,385.5,-116.48,526.28,1
17,17,524.5,-53.476,367.43,1
17,17,462.5,-132.48,427.57,1
17,17,503.5,-92.476,447.95,1
17,17,413.5,-102.48,491.57,1
17,17,218.5,-169.48,534.21,1
17,18,232.5,-142.48,366.25,1
