run_id,subject,chinFirst,chin,trial_index,option_topLeft,option_bottomLeft,option_topRight,option_bottomRight,window_width,window_height,window_width_max,window_height_max,window_diagonal,window_diagonal_max,time_elapsed,trial_duration_exact,recorded_at,rt,key_press,fps,LL_top,aLL,aSS,tSS,tLL,choseTop,choseLL,choiceNr,optionIndex,attributeIndex,trans_type_0,trans_type_1,trans_type_2,trans_type_3,trans_type_4,trans_type_6,trans_type_7,payneIndex,k,age,gender,ethnic,degree
16,473,1,1.0,289,4.5,5.0,0.0,15.0,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,689011,3121,2020-11-19 15:31:52,3117.855000004056,66.0,16.661326497917333,0,5.0,4.5,0,15.0,0.0,0,48.0,0.3888888888888889,0.2222222222222222,31,0,0,1,2,0,2,0.3333333333333333,0.00740740740740741,1995,male,caucasian,college
16,473,1,1.0,292,3.5,4.5,0.0,180.0,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,694036,1905,2020-11-19 15:31:52,1900.0949999899606,66.0,11.023622047244094,0,4.5,3.5,0,180.0,0.0,0,49.0,0.6,1.0,14,0,0,1,0,0,0,-1.0,0.0015873015873015877,1995,male,caucasian,college
16,473,1,1.0,295,4.5,5.0,0.0,30.0,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,700830,3689,2020-11-19 15:31:52,3683.084999996936,66.0,11.92735158579561,0,5.0,4.5,0,30.0,0.0,0,50.0,0.2,0.4,23,0,0,2,2,2,1,-0.3333333333333333,0.003703703703703705,1995,male,caucasian,college
16,473,1,1.0,298,3.5,4.5,0.0,90.0,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,705695,1810,2020-11-19 15:31:52,1803.8649999944028,66.0,13.259668508287293,0,4.5,3.5,0,90.0,0.0,0,51.0,0.2857142857142857,1.0,13,0,0,1,0,0,0,-1.0,0.0031746031746031755,1995,male,caucasian,college
16,473,1,1.0,301,4.5,1.5,365.0,0.0,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,711403,2598,2020-11-19 15:31:52,2594.5949999877485,90.0,16.166281755196305,1,4.5,1.5,0,365.0,1.0,1,52.0,-0.8947368421052632,0.15789473684210525,14,3,0,2,0,0,0,0.2,0.005479452054794521,1995,male,caucasian,college
16,473,1,1.0,304,3.0,4.0,0.0,30.0,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,717118,2652,2020-11-19 15:31:52,2648.97499998915,90.0,14.328808446455506,0,4.0,3.0,0,30.0,1.0,0,53.0,0.14285714285714285,0.23809523809523808,15,0,0,2,0,2,2,-1.0,0.011111111111111108,1995,male,caucasian,college
16,473,1,1.0,307,4.0,4.5,0.0,7.0,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,726399,6177,2020-11-19 15:31:52,6173.045000003185,66.0,20.56014246397928,0,4.5,4.0,0,7.0,0.0,0,54.0,0.7560975609756098,-0.024390243902439025,68,0,1,6,6,1,0,-0.07692307692307693,0.017857142857142856,1995,male,caucasian,college
16,473,1,1.0,310,4.5,4.0,30.0,0.0,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,733042,3595,2020-11-19 15:31:52,3592.4750000122003,90.0,19.471488178025034,1,4.5,4.0,0,30.0,1.0,1,55.0,-0.9,-0.2,33,3,1,3,0,0,0,0.0,0.004166666666666667,1995,male,caucasian,college
16,473,1,1.0,313,5.0,2.0,180.0,0.0,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,738433,2346,2020-11-19 15:31:52,2341.929999995045,90.0,17.050298380221655,1,5.0,2.0,0,180.0,1.0,1,56.0,-0.5384615384615384,0.0,22,2,0,0,1,1,0,0.5,0.008333333333333333,1995,male,caucasian,college
16,473,1,1.0,316,3.0,5.0,0.0,90.0,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,744556,2976,2020-11-19 15:31:52,2972.0600000000563,66.0,17.809139784946236,0,5.0,3.0,0,90.0,0.0,0,57.0,0.2857142857142857,0.5,23,1,0,0,1,1,2,0.3333333333333333,0.0074074074074074086,1995,male,caucasian,college
16,473,1,1.0,319,3.5,4.5,0.0,30.0,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,750545,2880,2020-11-19 15:31:52,2872.280000010505,66.0,16.319444444444443,0,4.5,3.5,0,30.0,0.0,0,58.0,-0.3103448275862069,0.3793103448275862,22,3,0,1,1,1,1,0.3333333333333333,0.009523809523809526,1995,male,caucasian,college
16,473,1,1.0,322,3.5,4.0,0.0,15.0,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,758359,4728,2020-11-19 15:31:52,4725.31500000332,66.0,12.690355329949238,0,4.0,3.5,0,15.0,0.0,0,59.0,-0.68,0.28,19,3,1,0,1,0,1,1.0,0.00952380952380952,1995,male,caucasian,college
16,473,1,1.0,325,4.5,4.0,90.0,0.0,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,768467,7000,2020-11-19 15:31:52,6995.785000006435,90.0,14.714285714285714,1,4.5,4.0,0,90.0,1.0,1,60.0,-0.8305084745762712,0.2542372881355932,44,11,1,3,0,0,0,0.5714285714285714,0.001388888888888889,1995,male,caucasian,college
16,473,1,1.0,328,2.0,4.5,0.0,90.0,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,775102,3564,2020-11-19 15:31:52,3558.740000007674,66.0,15.712682379349046,0,4.5,2.0,0,90.0,0.0,0,61.0,0.6875,0.3125,27,0,0,2,2,0,1,0.0,0.013888888888888888,1995,male,caucasian,college
16,473,1,1.0,331,2.5,4.5,0.0,90.0,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,780584,2367,2020-11-19 15:31:52,2360.7650000049034,66.0,10.984368398817068,0,4.5,2.5,0,90.0,0.0,0,62.0,0.8666666666666667,-0.4666666666666667,13,0,0,0,1,0,1,1.0,0.008888888888888889,1995,male,caucasian,college
16,473,1,1.0,334,4.0,3.5,180.0,0.0,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,785893,2193,2020-11-19 15:31:52,2187.3599999962607,90.0,10.943912448700411,1,4.0,3.5,0,180.0,1.0,1,63.0,-0.45454545454545453,-0.2727272727272727,6,1,1,1,0,1,1,-0.3333333333333333,0.0007936507936507933,1995,male,caucasian,college
16,473,1,1.0,337,3.5,4.0,0.0,30.0,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,792251,3227,2020-11-19 15:31:52,3222.200000003795,66.0,16.114037806011776,0,4.0,3.5,0,30.0,0.0,0,64.0,0.7368421052631579,-0.42105263157894735,32,0,0,3,1,1,1,-0.6,0.00476190476190476,1995,male,caucasian,college
16,473,1,1.0,340,5.0,4.5,180.0,0.0,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,801698,6375,2020-11-19 15:31:52,6308.144999988144,66.0,13.803921568627452,1,5.0,4.5,0,180.0,0.0,0,65.0,-0.5217391304347826,0.4782608695652174,39,3,0,4,0,0,0,-0.14285714285714285,0.0006172839506172843,1995,male,caucasian,college
16,473,1,1.0,343,4.5,1.0,365.0,0.0,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,807693,2786,2020-11-19 15:31:52,2779.4449999928474,90.0,12.56281407035176,1,4.5,1.0,0,365.0,1.0,1,66.0,-0.8823529411764706,-0.4117647058823529,13,2,0,0,0,1,1,0.3333333333333333,0.009589041095890411,1995,male,caucasian,college
16,473,1,1.0,346,1.5,4.0,0.0,365.0,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,813466,2661,2020-11-19 15:31:52,2654.9549999908772,66.0,10.89815858699737,0,4.0,1.5,0,365.0,0.0,0,67.0,0.5555555555555556,0.4444444444444444,12,1,0,2,2,1,0,0.0,0.0045662100456621,1995,male,caucasian,college
16,473,1,1.0,349,5.0,2.5,90.0,0.0,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,818899,2298,2020-11-19 15:31:52,2293.47499999858,90.0,10.443864229765014,1,5.0,2.5,0,90.0,1.0,1,68.0,-0.6,0.2,11,2,1,1,0,0,0,0.3333333333333333,0.011111111111111112,1995,male,caucasian,college
