run_id,subject,chinFirst,trial_index,index,task_nr,chin,x_pos,y_pos,px,py,x,y,fps,window_width_max,window_height_max,offset,offset_perc
16.0,473.0,1.0,111.0,111,1.0,1.0,0.5,0.5,640.0,360.0,618,430,,1280.0,720.0,73.37574531137656,10.19107573769119
16.0,473.0,1.0,111.0,111,1.0,1.0,0.5,0.5,640.0,360.0,556,320,,1280.0,720.0,93.03762679690406,12.92189261068112
16.0,473.0,1.0,111.0,111,1.0,1.0,0.5,0.5,640.0,360.0,559,447,,1280.0,720.0,118.86967653695369,16.509677296799122
16.0,473.0,1.0,111.0,111,1.0,1.0,0.5,0.5,640.0,360.0,585,385,,1280.0,720.0,60.41522986797286,8.391004148329564
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,658,375,,1280.0,720.0,463.64318176804886,64.39488635667345
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,658,375,,1280.0,720.0,463.64318176804886,64.39488635667345
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,696,494,,1280.0,720.0,562.2277118748239,78.08718220483665
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,383,328,,1280.0,720.0,223.57325421436258,31.051840863105912
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,364,183,,1280.0,720.0,114.82595525402782,15.948049340837196
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,425,342,,1280.0,720.0,260.31711430484165,36.155154764561345
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,567,412,,1280.0,720.0,410.5423242492788,57.01976725684428
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,324,291,,1280.0,720.0,161.9660458244258,22.49528414228136
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,272,134,,1280.0,720.0,18.867962264113206,2.620550314460168
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,301,188,,1280.0,720.0,62.93647591023825,8.741177209755312
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,271,159,,1280.0,720.0,21.213203435596427,2.9462782549439477
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,316,251,,1280.0,720.0,122.67436570041843,17.03810634728034
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,372,199,,1280.0,720.0,128.37834708392222,17.830325983878087
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,373,226,,1280.0,720.0,142.87407042567241,19.843620892454503
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,364,197,,1280.0,720.0,120.30378215168466,16.708858632178426
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,467,240,,1280.0,720.0,231.81242417092315,32.19617002373933
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,374,270,,1280.0,720.0,172.6267650163207,23.975939585600095
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,306,294,,1280.0,720.0,158.11388300841898,21.96026152894708
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,306,294,,1280.0,720.0,158.11388300841898,21.96026152894708
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,286,252,,1280.0,720.0,112.08925015361643,15.567951410224504
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,286,252,,1280.0,720.0,112.08925015361643,15.567951410224504
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,394,242,,1280.0,720.0,169.2572007330855,23.50794454626188
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,299,273,,1280.0,720.0,135.9779393872403,18.885824914894485
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,387,283,,1280.0,720.0,191.0026177831079,26.528141358764984
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,387,283,,1280.0,720.0,191.0026177831079,26.528141358764984
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,394,250,,1280.0,720.0,174.01149387324966,24.168263037951345
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,353,320,,1280.0,720.0,200.9601950635996,27.911138203277723
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,348,257,,1280.0,720.0,145.71547618561317,20.23826058133516
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,217,216,,1280.0,720.0,81.88406438373708,11.372786719963484
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,255,202,,1280.0,720.0,58.008620049092706,8.05675278459621
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,316,168,,1280.0,720.0,64.62197768561404,8.975274678557506
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,311,233,,1280.0,720.0,104.62313319720452,14.53099072183396
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,298,210,,1280.0,720.0,78.23042886243178,10.865337342004414
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,275,211,,1280.0,720.0,69.6419413859206,9.672491859155638
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,228,200,,1280.0,720.0,62.609903369994115,8.695819912499182
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,241,127,,1280.0,720.0,22.67156809750927,3.148828902431843
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,290,224,,1280.0,720.0,86.92525524840292,12.072952117833738
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,327,220,,1280.0,720.0,104.00480758118829,14.44511216405393
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,312,210,,1280.0,720.0,86.55634003352961,12.02171389354578
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,292,185,,1280.0,720.0,54.56189146281496,7.578040480946523
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,169,210,,1280.0,720.0,109.20164833920778,15.166895602667749
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,287,163,,1280.0,720.0,36.359317925395686,5.049905267416067
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,488,462,,1280.0,720.0,393.6343480947769,54.671437235385675
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,543,339,,1280.0,720.0,346.97838549396704,48.19144242971765
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,426,430,,1280.0,720.0,332.7100840070827,46.209733889872595
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,299,407,,1280.0,720.0,266.4920261471251,37.01278140932293
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,326,400,,1280.0,720.0,265.39781461044475,36.860807584784
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,313,125,,1280.0,720.0,60.08327554319921,8.34489938099989
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,412,274,,1280.0,720.0,203.06649157357302,28.20367938521847
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,305,217,,1280.0,720.0,87.92041856133307,12.211169244629591
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,348,176,,1280.0,720.0,97.40636529508737,13.528661846539912
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,410,296,,1280.0,720.0,216.3792966066763,30.052680084260597
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,367,192,,1280.0,720.0,120.93386622447825,16.79637030895531
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,381,222,,1280.0,720.0,147.33974345029924,20.463853256986006
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,264,158,,1280.0,720.0,16.1245154965971,2.2395160411940416
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,370,152,,1280.0,720.0,114.28035701729323,15.872271807957393
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,370,152,,1280.0,720.0,114.28035701729323,15.872271807957393
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,277,227,,1280.0,720.0,85.61541917201598,11.891030440557774
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,430,270,,1280.0,720.0,214.83016547961788,29.83752298328026
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,367,167,,1280.0,720.0,113.35784048754634,15.744144512159215
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,365,165,,1280.0,720.0,111.00450441310929,15.417292279598511
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,309,202,,1280.0,720.0,78.56844150166147,10.912283541897425
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,426,233,,1280.0,720.0,191.8879881597595,26.65110946663326
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,352,246,,1280.0,720.0,140.07141035914503,19.454362549881253
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,266,187,,1280.0,720.0,44.14748010928823,6.131594459623366
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,470,279,,1280.0,720.0,253.02371430362015,35.142182542169465
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,269,188,,1280.0,720.0,45.880278987817846,6.372260970530257
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,316,155,,1280.0,720.0,61.0,8.472222222222221
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,394,218,,1280.0,720.0,156.58863304850706,21.748421256737092
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,126,136,,1280.0,720.0,130.24592124131948,18.089711283516596
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,276,192,,1280.0,720.0,52.0,7.222222222222222
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,315,211,,1280.0,720.0,89.27485648266257,12.399285622592023
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,375,223,,1280.0,720.0,142.8355697996826,19.838273583289247
16.0,473.0,1.0,112.0,112,1.0,1.0,0.2,0.2,256.0,144.0,355,214,,1280.0,720.0,121.24768039018313,16.83995560974766
16.0,473.0,1.0,114.0,114,1.0,1.0,0.5,0.5,640.0,360.0,571,134,,1280.0,720.0,236.29853998702575,32.81924166486469
16.0,473.0,1.0,114.0,114,1.0,1.0,0.5,0.5,640.0,360.0,663,282,,1280.0,720.0,81.32035415564789,11.294493632728875
16.0,473.0,1.0,114.0,114,1.0,1.0,0.5,0.5,640.0,360.0,509,380,,1280.0,720.0,132.51792331605563,18.405267127229948
16.0,473.0,1.0,114.0,114,1.0,1.0,0.5,0.5,640.0,360.0,602,254,,1280.0,720.0,112.60550608207397,15.639653622510274
16.0,473.0,1.0,114.0,114,1.0,1.0,0.5,0.5,640.0,360.0,593,341,,1280.0,720.0,50.695167422546305,7.040995475353653
16.0,473.0,1.0,114.0,114,1.0,1.0,0.5,0.5,640.0,360.0,514,462,,1280.0,720.0,162.11107303327555,22.51542681017716
16.0,473.0,1.0,114.0,114,1.0,1.0,0.5,0.5,640.0,360.0,661,457,,1280.0,720.0,99.24716620639605,13.784328639777229
16.0,473.0,1.0,114.0,114,1.0,1.0,0.5,0.5,640.0,360.0,624,398,,1280.0,720.0,41.23105625617661,5.72653559113564
16.0,473.0,1.0,114.0,114,1.0,1.0,0.5,0.5,640.0,360.0,629,427,,1280.0,720.0,67.89698078707183,9.430136220426643
16.0,473.0,1.0,114.0,114,1.0,1.0,0.5,0.5,640.0,360.0,573,416,,1280.0,720.0,87.32124598286491,12.12795083095346
16.0,473.0,1.0,114.0,114,1.0,1.0,0.5,0.5,640.0,360.0,620,565,,1280.0,720.0,205.9732992404598,28.60740267228608
16.0,473.0,1.0,115.0,115,1.0,1.0,0.2,0.8,256.0,576.0,625,383,,1280.0,720.0,416.4252634026903,57.836842139262544
16.0,473.0,1.0,115.0,115,1.0,1.0,0.2,0.8,256.0,576.0,632,327,,1280.0,720.0,450.9733916762717,62.63519328837107
16.0,473.0,1.0,115.0,115,1.0,1.0,0.2,0.8,256.0,576.0,650,327,,1280.0,720.0,466.086901768329,64.73429191226792
16.0,473.0,1.0,115.0,115,1.0,1.0,0.2,0.8,256.0,576.0,677,397,,1280.0,720.0,457.4734965000705,63.53798562500979
16.0,473.0,1.0,115.0,115,1.0,1.0,0.2,0.8,256.0,576.0,456,522,,1280.0,720.0,207.16177253537873,28.77246840769149
16.0,473.0,1.0,115.0,115,1.0,1.0,0.2,0.8,256.0,576.0,409,605,,1280.0,720.0,155.72411502397438,21.62834930888533
16.0,473.0,1.0,115.0,115,1.0,1.0,0.2,0.8,256.0,576.0,197,574,,1280.0,720.0,59.033888572581766,8.199151190636355
16.0,473.0,1.0,115.0,115,1.0,1.0,0.2,0.8,256.0,576.0,343,566,,1280.0,720.0,87.5728268357257,12.162892616073014
16.0,473.0,1.0,115.0,115,1.0,1.0,0.2,0.8,256.0,576.0,343,566,,1280.0,720.0,87.5728268357257,12.162892616073014
16.0,473.0,1.0,115.0,115,1.0,1.0,0.2,0.8,256.0,576.0,316,506,,1280.0,720.0,92.19544457292888,12.804922857351233
16.0,473.0,1.0,115.0,115,1.0,1.0,0.2,0.8,256.0,576.0,328,505,,1280.0,720.0,101.11874208078342,14.04426973344214
16.0,473.0,1.0,115.0,115,1.0,1.0,0.2,0.8,256.0,576.0,319,478,,1280.0,720.0,116.50321883965266,16.181002616618425
16.0,473.0,1.0,115.0,115,1.0,1.0,0.2,0.8,256.0,576.0,598,529,,1280.0,720.0,345.2144261180288,47.94644807194845
16.0,473.0,1.0,115.0,115,1.0,1.0,0.2,0.8,256.0,576.0,658,628,,1280.0,720.0,405.3492321443326,56.298504464490634
