1,1,4,4,4,4,1,1,1,1,4,4,4,4
2,1,4,4,4,4,1,1,1,1,4,4,4,4
3,2,3,3,2,3,3,3,2,2,1,2,2,3
4,2,3,3,3,3,2,1,1,2,3,3,3,3
5,2,3,3,3,3,2,3,2,2,3,3,3,4
6,4,4,4,4,4,2,1,3,3,2,2,3,4
7,2,3,3,4,4,1,2,2,2,4,4,4,4
8,1,2,3,3,3,3,3,3,3,3,3,3,3
9,1,4,4,4,4,1,1,1,1,3,3,4,4
10,1,4,4,4,4,2,2,1,1,4,3,4,4
11,2,4,4,4,4,1,1,1,1,3,3,3,3
12,2,3,3,4,4,2,2,2,2,3,4,3,4
13,2,3,3,3,3,2,2,2,2,3,2,3,3
14,1,3,3,4,4,1,1,2,2,3,3,4,3
15,1,4,3,4,3,1,1,2,1,3,3,3,4
16,2,4,3,3,3,1,1,2,2,3,4,4,4
17,3,3,2,2,2,4,4,3,3,2,4,1,4
18,1,3,4,4,4,1,2,2,2,3,3,3,3
19,3,4,3,3,3,2,2,2,2,4,4,4,4
20,2,3,2,4,2,2,3,2,2,4,4,3,4
21,1,4,3,3,3,1,1,1,1,4,4,4,4
22,1,3,3,3,4,1,1,2,2,4,4,4,4
23,2,3,1,3,3,2,3,3,4,2,3,4,4
24,3,3,2,3,3,3,2,2,2,3,3,1,2
25,1,4,4,3,3,2,2,2,2,3,3,3,4
26,2,3,3,3,3,2,2,3,3,4,2,4,4
27,2,3,2,3,2,1,3,2,2,3,3,3,2
28,1,3,3,4,3,1,4,2,1,3,4,3,4
29,1,3,3,3,2,2,3,2,2,3,4,4,3
30,1,3,3,4,3,1,3,2,2,3,4,4,4
31,2,4,4,3,3,2,1,2,2,3,3,4,3
32,2,3,2,4,4,2,1,2,2,3,3,3,3
33,4,4,4,4,4,2,1,2,2,4,3,4,3
34,2,3,3,3,3,2,2,2,2,3,2,2,2
35,2,4,3,3,3,2,2,2,2,2,4,4,3
36,1,4,3,4,4,2,2,2,2,3,3,4,3
37,3,4,3,3,2,1,2,1,2,3,3,3,2
38,3,3,2,3,3,2,1,2,2,3,3,4,4
39,1,3,3,3,3,2,2,2,2,3,4,3,4
40,2,4,3,3,3,2,2,2,3,2,1,1,3
41,2,3,3,3,3,2,2,1,2,2,1,4,4
42,1,3,4,3,3,2,2,1,1,3,3,2,4
43,1,3,2,3,2,1,1,2,2,3,1,1,3
44,2,3,3,4,4,2,2,1,1,3,3,4,4
45,1,4,4,4,4,1,1,1,1,3,3,3,4
46,1,3,4,4,4,2,1,1,1,4,4,4,3
47,2,3,1,3,2,3,4,3,3,3,2,4,3
48,2,4,2,3,3,2,3,2,3,3,3,4,4
49,2,4,4,4,4,3,2,2,2,3,3,3,4
50,2,4,4,4,4,1,1,1,1,3,3,4,4
51,2,4,4,4,4,2,2,1,1,4,4,4,3
52,2,3,2,3,4,1,3,2,2,2,1,2,2
53,2,3,2,3,2,3,3,3,3,3,4,3,3
54,2,4,2,3,3,1,2,2,2,3,3,3,4
55,2,3,3,3,3,2,2,2,1,3,4,4,4
56,2,3,3,4,3,1,1,2,2,3,4,4,4
57,2,3,3,3,3,2,2,2,2,4,4,3,4
58,1,3,3,3,1,1,1,1,1,3,3,3,2
59,2,2,2,2,3,2,3,2,3,2,1,2,2
60,1,3,3,3,2,2,1,2,2,4,3,3,3
61,1,4,3,3,3,2,3,3,3,3,3,3,4
62,1,4,3,4,4,2,2,2,2,3,4,4,4
63,2,4,3,4,3,2,2,2,2,4,3,4,3
64,1,3,4,3,3,1,1,1,2,3,3,3,2
65,2,3,2,4,4,2,2,1,1,2,3,3,4
66,2,3,3,4,4,2,2,2,2,3,3,2,2
67,1,3,2,3,2,1,1,2,2,3,4,3,1
68,3,3,2,2,2,3,2,3,3,2,1,3,2
69,1,4,3,4,4,2,2,1,1,3,3,4,4
70,1,3,3,3,3,1,1,2,2,3,3,3,4
71,1,3,2,4,3,1,1,2,2,3,2,3,3
72,3,3,2,2,3,1,1,2,2,3,3,4,3
73,2,4,2,3,3,1,1,1,1,4,3,3,3
74,1,3,3,3,3,2,1,2,2,2,2,3,4
75,2,3,3,3,3,2,3,1,1,3,2,2,1
76,2,3,3,3,3,2,2,4,3,2,2,4,4
77,1,4,2,4,4,2,1,1,1,3,4,4,4
78,2,2,3,3,3,3,3,3,3,2,2,3,3
79,1,3,3,3,3,2,2,2,2,4,4,3,3
80,2,4,3,3,4,1,2,2,2,3,3,4,3
81,2,4,4,4,4,2,2,2,2,4,4,4,4
82,1,4,4,4,4,2,2,1,1,4,4,4,4
83,2,4,3,3,3,2,2,2,1,3,4,3,3
84,2,3,3,3,3,1,2,2,2,4,3,2,4
85,2,3,2,1,3,1,2,2,1,4,2,4,4
86,2,4,4,4,4,4,2,2,2,3,4,4,4
87,2,3,3,4,3,2,3,2,2,4,4,4,4
88,2,3,2,4,4,1,2,3,3,2,1,1,2
89,2,4,3,2,3,,1,2,3,2,1,3,4
90,1,3,3,3,3,2,1,2,1,3,4,3,3
91,2,4,4,4,4,1,1,1,1,3,4,4,4
92,1,4,4,4,4,1,1,3,2,4,4,4,4
93,1,4,4,4,4,2,2,1,1,3,4,4,4
94,2,4,3,3,3,1,2,1,1,3,3,3,3
95,2,2,3,3,2,3,4,3,4,2,2,1,2
96,2,4,3,4,4,1,2,1,1,4,4,4,4
97,2,3,4,3,3,2,2,1,1,2,2,3,3
98,2,3,2,3,3,2,1,2,2,2,3,4,4
99,2,2,3,2,2,2,2,2,2,3,3,3,2
100,1,4,4,4,4,1,2,2,1,4,4,2,3
101,1,3,2,3,3,2,2,2,2,3,3,3,3
102,2,3,2,3,2,2,1,3,2,3,3,1,4
103,2,3,3,4,4,1,2,2,1,4,4,4,4
104,2,4,3,3,3,1,2,1,2,3,3,2,4
105,2,4,3,4,4,2,2,2,2,4,4,1,2
106,2,3,3,4,4,1,1,1,1,4,4,4,4
107,1,2,4,4,4,2,3,4,4,2,2,4,4
108,1,3,1,3,3,1,1,1,1,4,4,4,4
109,1,3,3,3,2,2,2,2,2,4,4,3,4
110,2,4,4,4,4,2,2,2,2,4,3,4,3
111,2,4,4,4,4,2,2,2,3,3,2,3,3
112,2,3,1,3,3,1,1,1,1,3,3,3,3
113,3,2,2,3,2,2,2,3,3,2,3,3,3
114,1,3,2,3,3,3,2,2,3,3,3,3,2
115,2,4,3,4,3,2,2,2,1,4,4,4,4
116,2,4,2,3,3,2,2,1,2,3,4,4,4
117,2,3,4,3,3,1,3,1,1,4,4,4,4
