0.015,0.02,100,110,2.5,-941.03,1906.5,1892.1
0.02,0.03,130,120,2,-926.87,1877.9,1863.7
0.035,0.015,100,70,2,-924.17,1872.7,1858.3
0.02,0.025,100,90,2.25,-933.97,1892.4,1877.9
0.03,0.001,70,170,2,-927.29,1879.3,1864.6
0.065,0.04,110,120,2.5,-876.09,1776.6,1762.2
0.04,0.0001,50,80,1.5,-934.7,1893.9,1879.4
0.06,0.025,100,110,2.25,-908.6,1841.6,1827.2
0.04,0.035,80,90,2,-939.41,1903.3,1888.8
0.035,0.015,90,90,2.5,-888.35,1801.1,1786.7
0.01,0.045,100,110,1.75,-976.71,1977.9,1963.4
0.015,0.03,110,110,2,-983.76,1992,1977.5
0.025,0.06,100,110,1.75,-983.64,1991.7,1977.3
0.04,0.02,90,110,2.25,-922.94,1870.3,1855.9
0.01,0.035,70,110,1.75,-1001.6,2027.7,2013.2
0.045,0,90,60,1.75,-937.55,1899.5,1885.1
0.04,0.025,110,150,2.25,-936.84,1898.1,1883.7
0.04,0.025,140,120,2.5,-923.59,1871.6,1857.2
0.06,0.04,120,120,2.5,-907.89,1840.2,1825.8
0.02,0.005,40,100,2,-911.11,1846.7,1832.2
0.02,0.015,120,120,2.5,-943.33,1911.1,1896.7
0.055,0.055,100,110,1.75,-970.13,1964.7,1950.3
0.04,0.001,40,80,1.5,-913.1,1850.9,1836.2
