0.005,0.001,100,150,2.25,-950.73,1925.9,1911.5
0.005,0.001,80,90,2,-973.94,1972.3,1957.9
0.0025,0.02,170,190,2.75,-968.2,1960.7,1946.4
0.0025,0.015,120,140,2.5,-941.89,1908.2,1893.8
0.005,0.03,140,140,2.25,-912.69,1849.5,1835.4
0.0025,0.001,80,20,2,-966.32,1957,1942.6
0.0025,0.01,90,80,2.25,-955.33,1935.1,1920.7
0.0025,0,70,100,1.75,-961.23,1946.9,1932.5
0.005,0.0025,100,80,2.25,-915.82,1856.1,1841.6
0.005,0,60,80,1.5,-970.97,1966.4,1951.9
0.005,0.001,100,70,2,-940.83,1906.1,1891.7
0.005,0.005,90,90,2,-958.47,1941.4,1926.9
0.0025,0.001,80,30,2.25,-941.16,1906.7,1892.3
0.005,0.04,160,110,2,-992.36,2009.2,1994.7
0.0025,0.03,130,120,2,-997.78,2020,2005.6
0.005,0.025,110,100,2,-998.64,2021.7,2007.3
0.005,0.005,110,180,2,-950.82,1926.1,1911.6
0.005,0.055,110,110,1.75,-978.91,1982.3,1967.8
0.005,0,80,80,2,-983.43,1991.3,1976.9
0.005,0.0025,110,130,2.5,-984.27,1993,1978.5
0.005,0.005,150,160,2.5,-949.9,1924.2,1909.8
0.005,0.005,100,110,2.25,-935.69,1895.8,1881.4
0.0025,0.001,50,70,2,-953.6,1931.7,1917.2
0.0025,0.01,110,160,2.25,-978.78,1982,1967.6
0.005,0.01,80,90,2,-998.03,2020.5,2006.1
0.005,0,50,30,1.5,-959.82,1944.1,1929.6
