14,3.5,4.5,0.0,180.0,,1736.0,0.0,0.0
14,2.5,4.5,0.0,30.0,,1083.0,0.0,0.0
14,4.0,4.5,0.0,1.0,,2113.0,0.0,0.0
14,4.0,5.0,0.0,7.0,1.0,3694.0,1.0,1.0
14,1.5,4.0,0.0,15.0,1.0,3035.0,1.0,1.0
14,1.5,5.0,0.0,30.0,1.0,3238.0,1.0,1.0
14,1.0,4.0,0.0,30.0,,2352.0,0.0,0.0
14,3.0,4.5,0.0,180.0,,2795.0,0.0,0.0
14,3.0,4.5,0.0,90.0,1.0,3411.0,1.0,1.0
14,3.5,4.0,0.0,15.0,,2512.0,0.0,0.0
14,3.0,4.0,0.0,90.0,1.0,3532.0,1.0,1.0
14,3.5,4.0,0.0,15.0,1.0,1114.0,1.0,1.0
14,3.5,5.0,0.0,15.0,,2238.0,0.0,0.0
14,1.0,5.0,0.0,90.0,1.0,2251.0,1.0,1.0
14,2.0,4.5,0.0,180.0,1.0,2283.0,1.0,1.0
14,3.5,5.0,0.0,7.0,,1891.0,0.0,0.0
14,3.5,4.0,0.0,7.0,,3571.0,1.0,0.0
14,2.5,4.0,0.0,7.0,1.0,2565.0,1.0,1.0
14,3.0,4.0,0.0,1.0,,2078.0,0.0,0.0
14,1.5,4.0,0.0,7.0,1.0,2912.0,1.0,1.0
14,1.5,4.5,0.0,7.0,,2117.0,0.0,0.0
14,3.5,4.5,0.0,1.0,,2467.0,0.0,0.0
14,4.0,5.0,0.0,7.0,,3767.0,0.0,0.0
14,3.0,5.0,0.0,15.0,1.0,3256.0,1.0,1.0
14,3.5,5.0,0.0,30.0,,2073.0,0.0,0.0
14,4.5,5.0,0.0,7.0,,2593.0,0.0,0.0
14,4.0,4.5,0.0,90.0,1.0,2246.0,1.0,1.0
14,2.5,4.5,0.0,90.0,1.0,2680.0,1.0,1.0
14,3.0,4.0,0.0,7.0,1.0,3346.0,1.0,1.0
14,3.5,4.5,0.0,7.0,,3406.0,0.0,0.0
14,3.0,4.5,0.0,15.0,1.0,3697.0,1.0,1.0
14,2.0,4.0,0.0,15.0,1.0,2045.0,1.0,1.0
14,1.0,4.5,0.0,180.0,,2016.0,0.0,0.0
14,3.5,4.0,0.0,1.0,,1723.0,0.0,0.0
14,1.0,4.0,0.0,90.0,1.0,2487.0,1.0,1.0
14,2.5,4.0,0.0,30.0,1.0,2628.0,1.0,1.0
